38 2 1 8 1 2 04 43 1 1  4 50 0 0 20  1 00066031 00104062 1 00 05447 01 02 01 00238815 00362228 91
38 1 1 8 1 2 04 40 1 1  2 40 0 0  4  1 00053250 00087850 1 00 05448 01 01 02 00261899 00362228 91
36 2 1 8 1 2 04 40 1 1  8 32 0 0 17  9 00034600 00087850 1 00 05448 01 02 01 00238815 00362228 91
36 1 1 8 1 4 06 43 1 1  2 60 0 0 20  2 00045200 00045200 1 00 05540 01 01 02 00261899 00350971 91
34 2 1 8 1 4 06 43 7 0  1 -1 3 0  0  0 00000000 00045200 1 00 05540 01 02 01 00246705 00350971 91
46 2 1 0 5 0 01 43 1 4  6 32 0 0 18  2 00030139 00030139 1 00 05855 01 01 00 00238001 00435157 91
50 1 1 0 7 0 01 31 5 0  1 -1 2 0  0  0 00000000 00000000 1 00 05855 02 02 00 00201430 00435157 91
71 1 1 8 1 0 02 40 5 0  1 -1 0 0  0  0 00042567 00055162 1 00 05856 01 01 02 00239673 00399240 91
67 2 1 8 1 0 02 39 5 0  1 -1 2 0  0  0 00012595 00055162 1 00 05856 01 02 01 00218665 00399240 91
49 2 1 8 1 0 02 40 1 3  6 28 0 0 22  5 00043050 00145050 1 00 06070 01 01 03 00246660 00404054 91
57 1 1 8 1 0 02 43 1 1  2 50 0 0  6  1 00102000 00145050 1 00 06070 01 03 01 00270470 00404054 91
21 2 1 8 7 1 02 39 1 1  7 25 0 1 14  8 00008980 00008980 1 00 06070 02 04 00 00275488 00456519 91
30 2 4 8 7 0 01 39 1 1  2 40 0 0 11  2 00036005 00036005 4 05 06398 01 01 00 00206438 00324829 91
28 1 2 8 7 0 01 39 1 2  2 40 0 0  6 11 00042199 00042199 1 00 06398 02 02 00 00274348 00324829 91
63 2 1 8 5 0 01 40 5 0  1 -1 2 0  0  0 00016280 00016280 1 00 12499 01 01 00 00193641 00350262 91
32 1 1 8 7 0 01 39 1 1  2 40 0 0  5 10 00017000 00017000 1 00 13754 01 01 00 00210505 00400675 91
42 2 1 8 4 0 01 40 1 1  2 40 0 0 11  5 00020000 00020000 1 00 13754 02 02 00 00224499 00400675 91
69 1 1 8 1 0 02 40 5 0  1 -1 2 0  0  0 00012594 00030788 3 01 14020 01 01 02 00242093 00303356 91
63 2 1 8 1 0 02 39 5 0  1 -1 2 0  0  0 00018194 00030788 1 00 14020 01 02 01 00183894 00303356 91
27 2 1 8 5 1 02 36 7 0  1 -1 1 0  0  0 00011012 00011012 1 00 14338 01 01 00 00197272 00342015 91
54 2 1 8 1 1 04 43 1 3  8 14 0 0 18  2 00046741 00112937 1 00 15479 01 01 02 00262363 00389269 91
58 1 1 8 1 1 04 44 1 4  6 32 0 0  3  2 00065898 00112937 1 00 15479 01 02 01 00245700 00389269 91
19 2 1 8 7 0 04 37 7 0  1 -1 0 3  0  0 00000277 00112937 1 00 15479 01 03 00 00286465 00435880 91
17 1 1 8 7 0 04 36 7 0  1 -1 4 3  0  0 00000021 00112937 1 00 15479 01 04 00 00293225 00437874 91
39 2 1 8 1 3 05 40 7 0  1 -1 3 0  0  0 00000323 00125646 1 00 15480 01 01 02 00238815 00362228 91
43 1 1 8 1 3 05 43 1 1  2 36 0 0  6  3 00125323 00125646 1 00 15480 01 02 01 00261051 00362228 91
36 1 1 0 1 0 02 43 2 1  9 -1 0 0 20  2 00015000 00075462 1 00 15738 01 01 02 00261899 00362228 91
35 2 1 0 1 0 02 43 2 1  9 -1 0 0 11  2 00060462 00075462 1 00 15738 01 02 01 00238815 00362228 91
54 1 1 8 1 0 05 44 1 1  6 16 0 0  4  2 00053169 00108663 1 00 15739 01 01 02 00260288 00389269 91
52 2 1 8 1 0 05 39 1 1  6 16 0 0 10  4 00024169 00108663 1 00 15739 01 02 01 00262363 00389269 91
31 2 1 8 1 1 03 40 7 0  1 -1 0 0  0  0 00002800 00031325 1 00 15739 02 04 03 00246705 00350971 91
29 1 1 8 1 1 03 41 1 4  2 50 0 0 22  7 00028525 00031325 1 00 15739 02 03 04 00256174 00350971 91
46 2 1 8 5 0 01 40 1 1  2 50 0 0  5 10 00014002 00014002 1 00 16035 01 01 00 00237127 00434495 91
50 1 1 8 5 0 01 40 1 1  2 52 0 0  4  9 00026014 00026014 1 00 16035 02 02 00 00200691 00434495 91
76 1 1 8 1 0 02 34 5 0  1 -1 2 0  0  0 00020034 00031680 1 00 16036 01 01 02 00226013 00381416 91
80 2 1 8 1 0 02 41 5 0  1 -1 2 0  0  0 00011646 00031680 1 00 16036 01 02 01 00209443 00381416 91
22 2 1 8 7 0 01 39 1 6  2 40 0 1 10  8 00027020 00027020 1 00 16226 01 01 00 00242089 00435691 91
49 2 1 8 1 0 02 44 5 0  1 -1 0 0  0  0 00019381 00053562 1 00 16589 01 01 02 00246660 00404054 91
61 1 1 8 1 0 02 44 5 0  1 -1 0 0  0  0 00034181 00053562 4 03 16589 01 02 01 00224279 00404054 91
40 1 1 8 7 0 01 39 1 1  4 47 0 0  4 10 00052775 00052775 1 00 17146 01 01 00 00257405 00389516 91
52 2 1 8 5 0 01 39 1 1  2 45 0 0 10  4 00045006 00045006 1 00 17146 02 02 00 00237845 00389516 91
43 2 1 8 1 2 05 39 1 4  6 24 0 0 18  5 00027015 00037592 1 00 23016 01 02 03 00224499 00400675 91
41 1 1 8 1 2 05 39 7 0  1 -1 0 0  0  0 00007719 00037592 1 00 23016 01 03 02 00205522 00400675 91
18 1 1 8 7 0 05 36 3 1 12 -1 0 3 15  8 00002858 00037592 1 00 23016 01 04 00 00195554 00377760 91
22 2 1 8 7 1 02 39 1 2  6 16 0 1 22  9 00036000 00036000 1 00 23166 01 01 00 00236099 00392294 91
71 1 1 8 1 0 02 40 5 0  1 -1 2 0  0  0 00012069 00026811 1 00 23458 01 01 02 00239673 00326268 91
68 2 1 8 1 0 02 39 5 0  1 -1 2 0  0  0 00014742 00026811 1 00 23458 01 02 01 00177541 00326268 91
50 1 1 8 1 0 03 42 1 1  2 40 2 0 13  4 00031235 00035895 1 00 23459 01 01 02 00201430 00435157 91
47 2 1 8 1 0 03 39 1 1  2 45 0 0 13  2 00002135 00035895 3 04 23459 01 02 01 00238001 00435157 91
22 2 1 8 7 0 03 40 7 0  1 -1 0 1  0  0 00002525 00035895 1 00 23459 01 03 00 00242089 00435691 91
23 2 4 8 7 0 01 39 1 1  2 40 0 1  5 12 00006750 00006750 1 00 23459 02 04 00 00201394 00370786 91
64 2 1 3 4 0 01 44 1 1  2 54 0 0 18  2 00073083 00073083 1 00 23460 01 01 00 00256096 00236770 91
26 2 1 8 7 0 02 40 8 0  0 00 0 0  0  0 00026920 00028620 1 00 24623 01 02 00 00000000 00332856 91
20 2 1 8 7 0 02 39 1 1  7 15 0 1 20  5 00001700 00028620 1 00 24623 01 04 00 00233454 00413372 91
79 2 1 8 4 0 01 40 5 0  1 -1 2 0  0  0 00012606 00012606 1 00 25698 01 01 00 00221670 00372183 91
23 1 1 0 1 0 02 39 1 3  2 40 0 1 22 13 00010000 00028025 1 00 25700 01 01 02 00245606 00380167 91
37 2 1 0 1 0 02 39 1 1  2 50 0 0 11  5 00018025 00028025 1 00 25700 01 02 01 00221904 00380167 91
39 2 1 8 5 0 01 39 1 4  2 40 0 0 10  8 00025021 00025021 3 03 25701 01 01 00 00221904 00380167 91
39 2 1 8 5 0 01 40 1 1  4 60 0 0 11  4 00039384 00039384 1 00 27348 01 01 00 00207712 00344813 91
50 1 1 8 5 0 01 40 1 1  2 40 0 0  9  4 00016565 00016565 5 03 27348 02 02 00 00248191 00344813 91
82 2 4 8 4 0 01 34 5 0  1 -1 2 0  0  0 00015546 00015546 4 02 27878 01 01 00 00219026 00353884 91
25 1 1 8 7 1 02 40 1 1  2 40 0 0 13  5 00021220 00021220 1 00 28539 01 01 00 00262158 00421294 91
22 1 1 8 7 0 01 39 1 1  8 25 0 1  3  9 00015000 00015000 1 00 28539 02 02 00 00283163 00458893 91
40 2 1 8 1 0 03 37 1 1  6 08 0 0 10  4 00015220 00047857 1 00 28540 01 01 02 00214191 00352064 91
44 1 1 8 1 0 03 43 1 1  2 42 0 0 16  3 00030542 00047857 1 00 28540 01 02 01 00225167 00352064 91
18 1 2 8 7 0 03 39 1 1  8 08 0 5 15  2 00002095 00047857 3 08 28540 01 03 00 00244155 00385052 91
38 1 4 8 1 1 03 40 1 6  2 45 0 0 11  4 00101000 00101000 1 00 33239 01 01 02 00000000 00165884 91
38 2 4 1 1 1 03 40 1 1  8 20 3 0 11  4 00000000 00101000 1 00 33239 01 02 01 00000000 00165884 91
17 1 4 1 7 0 03 35 7 0  1 -1 4 3  0  0 00000000 00101000 1 00 33239 01 03 00 00000000 00183981 91
48 1 1 8 1 0 04 40 1 2  2 60 0 0  6  1 00062400 00090000 1 00 35008 01 01 02 00240248 00380737 91
48 2 1 8 1 0 04 39 7 0  1 -1 3 0  0  0 00000000 00090000 1 00 35008 01 02 01 00249683 00380737 91
22 2 1 8 1 0 02 42 1 1  2 45 0 5 19  1 00027600 00027600 1 00 35008 02 03 05 00289608 00451735 91
24 1 2 8 1 0 02 40 7 0  1 -1 5 1  0  0 00000000 00027600 5 16 35008 02 05 03 00269868 00451735 91
46 1 1 8 7 0 01 31 6 0  1 -1 1 0  0  0 00000000 00000000 1 00 35008 03 04 00 00240248 00323850 91
58 2 1 8 1 0 03 41 1 1  4 36 0 0 16  3 00031871 00079221 1 00 35009 01 01 02 00223761 00337257 91
64 1 1 8 1 0 03 42 5 0  1 -1 2 0  0  0 00032416 00079221 1 00 35009 01 02 01 00239585 00337257 91
76 2 1 8 4 0 03 37 5 0  1 -1 2 0  0  0 00014934 00079221 1 00 35009 01 03 00 00231318 00356613 91
53 1 1 8 1 1 03 40 1 1  6 08 0 0  4  9 00035000 00035000 1 00 35438 01 01 03 00200691 00370222 91
43 2 4 8 1 1 03 41 7 0  1 -1 3 0  0  0 00000000 00035000 5 08 35438 01 03 01 00200655 00370222 91
79 1 1 8 1 0 02 43 7 0  1 -1 0 0  0  0 00027938 00027309 1 00 36713 01 01 02 00221427 00402535 91
76 2 1 8 1 0 02 39 1 6  8 15 0 0  1  2 -0000629 00027309 1 00 36713 01 02 01 00252682 00402535 91
35 2 1 8 1 2 04 39 1 1  7 25 0 0 10  4 00011967 00045765 1 00 36714 01 01 02 00233001 00377012 91
44 1 1 8 1 2 04 41 1 1  2 40 0 0 20  2 00033798 00045765 1 00 36714 01 02 01 00225996 00377012 91
49 1 1 8 3 0 02 39 1 1  2 51 0 0  4  9 00051159 00068169 1 00 40829 01 01 00 00239837 00400379 91
23 1 1 8 7 0 02 37 1 1  2 46 0 1  3 12 00017010 00068169 1 00 40829 01 02 00 00285488 00513251 91
41 2 2 8 7 0 01 41 1 1  2 40 0 0 13  7 00013000 00013000 1 00 41965 01 01 00 00262057 00460182 91
28 1 1 8 6 0 01 39 1 1  2 41 0 0  4  9 00053907 00053907 1 00 41966 01 01 00 00196651 00331082 91
43 1 1 8 7 0 01 40 1 1  2 40 0 0  5 12 00018000 00018000 1 00 41967 01 01 00 00216387 00363271 91
35 2 1 8 1 2 04 43 1 3  2 45 0 0 18  2 00030274 00060548 1 00 42126 01 01 02 00220567 00382994 91
39 1 1 8 1 2 04 40 1 6  2 45 0 0 13  9 00030274 00060548 1 00 42126 01 02 01 00207865 00382994 91
83 2 2 8 4 0 01 40 5 0  1 -1 2 0  0  0 00015912 00015912 1 00 42388 01 01 00 00190533 00329466 91
81 2 2 8 4 0 01 38 5 0  1 -1 2 0  0  0 00020357 00020357 1 00 42389 01 01 00 00190533 00329466 91
44 2 1 8 5 3 04 40 1 1  8 32 0 0 16  3 00030157 00030157 1 00 42390 01 01 00 00208136 00353785 91
26 2 2 8 7 3 04 37 4 1 11 -1 3 0 19  8 00004800 00004800 1 00 43362 01 01 00 00225803 00397873 91
76 1 1 8 1 0 02 34 5 0  1 -1 2 0  0  0 00001636 00015422 1 00 44199 01 01 02 00247742 00379106 91
76 2 1 8 1 0 02 34 5 0  1 -1 2 0  0  0 00013786 00015422 1 00 44199 01 02 01 00242817 00379106 91
39 1 1 8 5 1 02 37 1 1  2 37 0 0 10  9 00024600 00024600 1 00 44719 01 01 00 00243117 00382247 91
53 2 1 2 1 0 02 39 1 3  2 40 0 0 17  8 00060000 00090000 1 00 45266 01 01 02 00000000 00214797 91
42 1 1 3 1 0 02 39 1 1  2 40 0 0  4 11 00030000 00090000 5 12 45266 01 02 01 00000000 00214797 91
56 1 1 8 1 0 02 43 5 0  1 -1 0 0  0  0 00081790 00090790 1 00 45619 01 01 02 00212961 00347215 91
56 2 1 8 1 0 02 40 5 0  1 -1 0 0  0  0 00009000 00090790 1 00 45619 01 02 01 00201413 00347215 91
44 2 1 8 5 2 03 41 1 1  2 37 0 0 13  1 00025641 00028241 1 00 45837 01 01 00 00199200 00330732 91
17 2 1 8 7 0 03 36 1 1  8 16 0 3 10  8 00002600 00028241 1 00 45837 01 02 00 00227948 00369818 91
23 1 1 8 7 0 01 39 1 1  2 40 0 1  6 11 00038391 00038391 1 00 47914 01 01 00 00296316 00445601 91
24 1 1 8 7 0 01 42 1 1  2 40 0 1 13  2 00012000 00012000 5 16 47914 02 02 00 00296316 00490687 91
19 1 1 8 7 0 01 39 1 1  2 40 0 1 10 11 00026485 00026485 1 00 47914 03 03 00 00278635 00492271 91
60 2 1 3 3 0 02 39 6 0  1 -1 1 0  0  0 00006606 00016611 1 00 49177 01 01 00 00233368 00215569 91
18 1 1 7 7 0 02 36 7 0  1 -1 0 3  0  0 00010005 00016611 1 00 49177 01 02 00 00168514 00149982 91
36 1 1 8 6 0 01 44 1 1  2 80 0 0  9  1 00097197 00097197 1 00 49294 01 01 00 00245651 00399600 91
35 1 1 8 1 1 03 43 1 1  6 30 0 0  6  3 00338749 00440439 1 00 49580 01 01 02 00207865 00347767 91
33 2 1 8 1 1 03 45 1 1  2 40 0 0  1  2 00101690 00440439 1 00 49580 01 02 01 00190446 00347767 91
50 2 1 8 5 0 01 39 1 1  2 36 0 0 10  8 00036623 00036623 1 00 49772 01 04 00 00188202 00319450 91
29 2 1 8 1 2 04 41 1 6  8 16 3 0 19  8 00000050 00049490 1 00 54061 01 01 02 00230121 00443173 91
29 1 1 8 1 2 04 39 1 1  2 45 0 0  4  9 00049440 00049490 1 00 54061 01 02 01 00246108 00443173 91
61 1 1 8 1 2 04 40 1 5  2 40 0 0 11  1 00019600 00019600 1 00 54305 01 01 02 00272270 00324334 91
31 2 4 8 1 2 04 39 7 0  1 -1 3 0  0  0 00000000 00019600 4 12 54305 01 02 01 00205681 00324334 91
39 2 1 8 1 1 03 43 4 1 11 -1 0 0  9  4 00045515 00093530 1 00 57549 01 01 02 00207712 00344813 91
40 1 1 8 1 1 03 43 1 4  2 40 0 0 22  1 00048015 00093530 1 00 57549 01 02 01 00246471 00344813 91
35 2 1 8 1 4 06 41 1 1  2 45 0 0  6  5 00040850 00390704 1 00 57970 01 01 02 00233001 00377012 91
35 1 1 8 1 4 06 41 1 5  2 70 0 0  6 11 00349854 00390704 1 00 57970 01 02 01 00244012 00377012 91
44 1 1 8 5 0 02 45 2 6  9 -1 0 0 20  2 00081442 00126442 1 00 59857 01 01 00 00216387 00363271 91
44 2 1 8 4 0 02 43 2 3  9 -1 0 0 18  2 00045000 00126442 1 00 59857 01 02 00 00199200 00330732 91
81 1 1 0 6 0 01 40 1 1  2 40 0 0  4  1 00062934 00062934 3 01 61722 01 01 00 00234539 00357964 91
34 2 1 0 1 0 02 44 1 1  2 40 0 0  1  2 00019200 00101450 1 00 63585 01 01 02 00245800 00350437 91
45 1 1 0 1 0 02 44 1 4  2 40 0 0 18  2 00082250 00101450 1 00 63585 01 02 01 00239366 00350437 91
50 1 1 8 1 2 04 43 1 1  2 65 0 0  9  4 00040100 00040200 1 00 12104 01 01 02 00183816 00333466 91
49 2 1 8 1 2 04 40 7 0  1 -1 3 0  0  0 00000100 00040200 1 00 12104 01 02 01 00198423 00333466 91
62 1 1 8 1 0 02 45 1 1  2 50 0 0 20  2 00358228 00363941 1 00 12105 01 01 02 00190873 00351487 91
63 2 1 8 1 0 02 39 5 0  1 -1 2 0  0  0 00005713 00363941 1 00 12105 01 02 01 00217526 00351487 91
48 1 1 8 5 1 02 40 1 1  2 44 0 0 10  4 00024441 00024441 1 00 12737 01 01 00 00243899 00407166 91
50 2 1 8 1 2 04 43 3 1 11 -1 0 0 13 10 00005200 00071200 1 00 13757 01 01 02 00204059 00353810 91
49 1 1 8 1 2 04 43 1 1  2 40 0 0  4  2 00066000 00071200 1 00 13757 01 02 01 00234160 00353810 91
17 2 1 8 7 0 04 38 7 0  1 -1 4 3  0  0 00000000 00071200 1 00 13757 01 03 00 00262880 00509654 91
59 1 1 8 1 0 02 43 1 1  2 40 0 0 10  1 00098364 00138728 1 00 15482 01 01 02 00240490 00334894 91
58 2 1 8 1 0 02 39 1 1  2 40 0 0 16  5 00040364 00138728 1 00 15482 01 02 01 00219016 00334894 91
80 1 1 8 1 0 02 40 5 0  1 -1 2 0  0  0 00033364 00074420 1 00 15483 01 01 02 00230411 00354116 91
78 2 1 8 1 0 02 43 5 0  1 -1 2 0  0  0 00041056 00074420 1 00 15483 01 02 01 00226413 00354116 91
85 1 1 8 1 0 02 43 5 0  1 -1 2 0  0  0 00005448 00018232 1 00 15484 01 01 02 00230411 00354116 91
85 2 1 8 1 0 02 43 5 0  1 -1 2 0  0  0 00012784 00018232 1 00 15484 01 02 01 00226413 00354116 91
58 1 1 8 5 0 01 39 4 1 11 -1 1 0 14  8 00010720 00010720 1 00 16308 01 01 00 00234651 00435449 91
34 1 1 8 1 2 04 43 1 1  2 40 0 0 10  2 00150250 00150250 3 04 16866 01 01 02 00221173 00351193 91
36 2 1 8 1 2 04 40 7 0  1 -1 3 0  0  0 00000000 00150250 1 00 16866 01 02 01 00212009 00351193 91
52 1 1 8 1 0 02 39 5 0  1 -1 2 0  0  0 00027964 00028964 1 00 25702 01 01 02 00180397 00323524 91
50 2 4 8 1 0 02 40 5 0  1 -1 2 0  0  0 00001000 00028964 1 00 25702 01 02 01 00174989 00323524 91
71 1 1 8 1 0 02 35 5 0  1 -1 2 0  0  0 00030246 00030246 4 02 25703 01 01 02 00203487 00304150 91
60 2 1 8 1 0 02 39 5 0  1 -1 2 0  0  0 00000000 00030246 1 00 25703 01 02 01 00184251 00304150 91
30 1 1 8 1 4 06 40 1 1  2 40 0 0 19  2 00021199 00038745 1 00 26848 01 01 02 00254221 00443849 91
31 2 1 8 1 4 06 43 1 1  8 24 0 0 19  8 00017546 00038745 1 00 26848 01 02 01 00239952 00443849 91
43 2 1 8 2 3 06 43 1 1  2 40 0 0 15  1 00028000 00060500 1 00 27601 01 01 02 00239808 00406658 91
32 1 2 8 1 3 06 40 8 0  0 00 0 0  0  0 00029500 00060500 1 00 27601 01 02 01 00000000 00406658 91
18 2 3 8 7 0 06 38 1 1  8 24 0 3 10  1 00003000 00060500 1 00 27601 01 03 00 00197250 00340854 91
36 1 1 8 1 4 08 40 1 1  2 40 0 0  3  9 00042211 00073123 1 00 27602 01 01 02 00255279 00414139 91
32 2 1 8 1 4 08 42 7 0  1 -1 3 0  0  0 00000711 00073123 1 00 27602 01 02 01 00245278 00414139 91
68 1 1 8 1 0 02 35 5 0  1 -1 2 0  0  0 00008863 00030201 1 00 27602 02 07 08 00202328 00349674 91
70 2 1 8 1 0 02 40 5 0  1 -1 2 0  0  0 00021338 00030201 1 00 27602 02 08 07 00212574 00349674 91
58 1 1 8 7 1 02 39 6 0  1 -1 1 0  0  0 00021756 00030356 1 00 27880 01 01 00 00230523 00373505 91
17 1 1 8 7 0 02 36 1 1  8 23 0 3 10  5 00008600 00030356 1 00 27880 01 02 00 00260389 00441970 91
23 1 1 8 7 0 02 40 7 0  1 -1 0 5  0  0 00025000 00029500 1 00 28542 01 01 00 00289021 00424440 91
19 1 1 8 7 0 02 39 7 0  1 -1 0 5  0  0 00004500 00029500 1 00 28542 01 02 00 00277269 00481674 91
53 1 1 8 1 0 03 40 5 0  1 -1 2 0  0  0 00030545 00089847 1 00 33766 01 01 02 00211996 00353810 91
50 2 1 8 1 0 03 40 4 1 11 -1 0 0  4  5 00044302 00089847 1 00 33766 01 02 01 00204059 00353810 91
21 2 1 8 7 0 03 40 1 1  2 40 0 1 13  5 00015000 00089847 1 00 33766 01 03 00 00237409 00420380 91
87 2 1 8 4 0 01 40 5 0  1 -1 2 0  0  0 00009650 00009650 1 00 33768 01 01 00 00219235 00371304 91
29 1 1 8 7 0 01 39 1 1  2 40 0 0 21 13 00045000 00045000 1 00 34546 01 01 00 00226986 00377912 91
29 1 1 8 5 0 01 37 1 1  2 40 0 0  1 13 00044600 00044600 1 00 34546 02 02 00 00226986 00425367 91
83 1 1 8 3 0 01 39 5 0  1 -1 2 0  0  0 00011346 00011346 1 00 35440 01 01 00 00230688 00411728 91
40 1 1 8 1 2 05 40 1 1  2 40 0 0  3  9 00042000 00080065 1 00 35441 01 01 02 00243185 00452799 91
40 2 1 8 1 2 05 40 1 1  2 40 0 0 11  5 00024065 00080065 1 00 35441 01 02 01 00242599 00452799 91
19 1 1 8 7 0 05 39 7 0  1 -1 0 1  0  0 00014000 00080065 1 00 35441 01 03 00 00270844 00475423 91
31 2 1 8 1 3 05 39 7 0  1 -1 3 0  0  0 00000000 00035000 1 00 36049 01 01 02 00245278 00414139 91
35 1 1 8 1 3 05 44 1 1  2 40 0 0 19  2 00035000 00035000 1 00 36049 01 02 01 00255279 00414139 91
19 1 1 8 7 0 01 40 4 1 11 -1 0 5 20  8 00011550 00011550 1 00 36715 01 01 00 00277269 00430701 91
21 1 1 8 7 0 01 40 1 1  2 41 0 5 10 12 00016950 00016950 1 00 36715 02 02 00 00289021 00467384 91
49 2 1 8 5 0 01 40 6 0  1 -1 1 0  0  0 00009732 00009732 1 00 36716 01 01 00 00212393 00343469 91
61 1 1 8 1 0 04 43 1 1  2 45 0 0 10  4 00136361 00189298 1 00 41552 01 01 02 00206515 00353640 91
59 2 1 8 1 0 04 44 1 1  2 40 0 0 17  5 00025337 00189298 1 00 41552 01 02 01 00205579 00353640 91
21 2 1 8 1 0 02 42 1 1  2 40 0 1 10  4 00013000 00027600 1 00 41552 02 04 03 00237409 00420380 91
22 1 1 8 1 0 02 42 1 1  8 04 0 5 10  4 00014600 00027600 1 00 41552 02 03 04 00319256 00420380 91
45 1 1 8 1 2 04 42 6 0  1 -1 1 0  0  0 00000000 00010204 1 00 41553 01 01 02 00225377 00380192 91
39 2 1 8 1 2 04 39 1 3  8 16 0 0 18  5 00010204 00010204 1 00 41553 01 02 01 00217399 00380192 91
16 1 1 8 7 0 04 35 7 0  1 -1 4 2  0  0 00000000 00010204 1 00 41553 01 03 00 00240853 00450818 91
27 1 1 8 7 0 01 39 1 1  2 40 0 0  9  4 00034010 00034010 1 00 41554 01 01 00 00241835 00380806 91
27 2 3 8 7 0 01 42 1 3  8 17 0 0 18  5 00007200 00007200 1 00 41554 02 02 00 00220509 00380806 91
79 2 1 8 4 0 01 42 5 0  1 -1 2 0  0  0 00012738 00012738 1 00 42392 01 01 00 00216969 00369576 91
51 1 1 8 5 0 01 43 2 1 10 -1 0 0  4  9 00017881 00017881 1 00 44200 01 01 00 00246908 00396120 91
50 2 1 8 4 0 01 43 2 1 10 -1 3 0 18  2 00000000 00000000 1 00 44200 02 02 00 00241873 00396120 91
21 2 1 8 7 0 01 40 1 1  2 45 0 5 10  4 00025150 00025150 1 00 44201 01 01 00 00284106 00459055 91
25 1 1 8 7 0 01 40 1 1  2 50 0 0 10  1 00026422 00026422 1 00 44202 01 01 00 00281014 00434029 91
80 1 1 8 1 0 02 38 5 0  1 -1 2 0  0  0 00010830 00017304 5 02 44722 01 01 02 00216732 00329666 91
74 2 1 8 1 0 02 38 5 0  1 -1 2 0  0  0 00006474 00017304 4 02 44722 01 02 01 00198209 00329666 91
38 1 1 8 5 2 03 40 1 1  6 24 0 0 10  5 00007928 00007928 1 00 44723 01 01 00 00238838 00374371 91
36 2 1 8 5 0 01 41 1 1  2 50 0 0 13  5 00017924 00017924 1 00 44723 02 02 00 00228060 00374371 91
59 2 1 8 5 0 01 36 6 0  1 -1 1 0  0  0 00007300 00007300 1 00 44724 01 01 00 00231759 00390891 91
80 1 1 8 1 0 02 43 5 0  1 -1 2 0  0  0 00016776 00020550 1 00 49540 01 01 02 00177681 00301264 91
75 2 1 8 1 0 02 44 5 0  1 -1 2 0  0  0 00003774 00020550 1 00 49540 01 02 01 00179302 00301264 91
53 2 1 8 1 0 02 39 1 1  2 42 0 0 10 12 00031400 00077850 1 00 51185 01 01 02 00241873 00396120 91
52 1 1 8 1 0 02 39 1 1  2 40 0 0  4  9 00046450 00077850 1 00 51185 01 02 01 00246908 00396120 91
38 2 1 4 6 4 05 37 1 1  2 40 0 0 17  8 00012300 00012300 1 00 53374 01 01 00 00000000 00179093 91
16 1 1 4 7 0 05 35 7 0  1 -1 4 3  0  0 00000000 00012300 1 00 53374 01 02 00 00000000 00197796 91
47 2 1 8 5 0 01 38 1 1  2 40 0 0  3  1 00035000 00035000 1 00 54466 01 01 00 00204427 00335378 91
46 1 1 8 1 2 04 40 1 1  2 50 0 0 20  2 00045839 00051139 1 00 57551 01 01 02 00243899 00351193 91
36 2 1 8 1 2 04 40 7 0  1 -1 0 0  0  0 00005300 00051139 1 00 57551 01 02 01 00212009 00351193 91
33 2 1 1 6 3 04 36 1 1  8 32 0 0 17  8 00015238 00015238 1 00 60340 01 01 00 00206767 00202065 91
16 2 1 1 7 0 04 35 4 8 12 -1 6 3 24 15 00000000 00015238 1 00 60340 01 03 00 00215316 00215619 91
